Place,BIB#,Lastname,Firstname,Club,Nation,Sex,AC,AC Place,Net,Finish,Photos,Certificate
4868,51436,Cadet,Seb,BERLIN BRAVES,FRA,M,45,691,03:36:09,03:56:42,,
4869,25645,Stascheit,Timo,,GER,M,45,692,03:36:09,04:00:09,,
4870,2423,Krogh,Peter,,DEN,M,45,693,03:36:09,03:38:33,,
4871,52482,Diekmann,Daniel,,GER,M,45,694,03:36:09,04:27:12,,
4872,53445,Gaspari,Matias,,FRA,M,H,396,03:36:10,04:51:17,,
4873,20970,Kooijman,Ruben,,NED,M,40,874,03:36:10,03:56:35,,
4873,54765,Janssen,Rene,,NED,M,50,473,03:36:10,03:37:05,,
4875,13891,Voigt,Stephan,Dreckschweine Rhinow,GER,M,45,695,03:36:10,04:51:46,,
4876,55545,Kuksa,Elvijs,runAllMajors,LAT,M,30,786,03:36:11,03:56:57,,
4876,59759,Smith,Ben,,GBR,M,30,786,03:36:11,03:57:27,,
4878,14891,Bienz,Othmar,,SUI,M,60,66,03:36:11,03:37:59,,
4879,25691,Burk,Peter,,GER,M,50,474,03:36:12,03:58:18,,
4880,21017,Ennen,Nina,adidas Runners Berlin,GER,W,30,107,03:36:12,04:03:30,,
4881,57296,Natel,AndrÃ©ia,,BRA,W,30,108,03:36:12,04:01:06,,
4882,55703,Lappe,Sebastian,,GER,M,H,397,03:36:12,04:02:45,,
4883,23395,Rowland,Victoria,Tigers Running Club,GBR,W,35,114,03:36:12,04:01:40,,
4884,2589,KneiÃl,Markus,,GER,M,45,696,03:36:13,03:38:16,,
4885,21871,Sugioka,Mitsuhiro,,JPN,M,50,475,03:36:14,03:38:01,,
4886,12518,Staas,Kirsten,Open-Sports Hamburg,GER,W,55,11,03:36:14,04:00:47,,
4887,57302,Navarro,Fernando,,ESP,M,35,840,03:36:14,04:00:14,,
4888,54163,Hayes,Manuel,AV PEC-1910,NED,M,45,697,03:36:15,04:03:23,,
4889,57203,mullier,emilie,,FRA,W,30,109,03:36:16,04:00:30,,
4890,25079,Krampe,Paul,,GER,M,55,198,03:36:16,04:02:13,,
4891,22295,Day,Luke,,GBR,M,30,788,03:36:17,03:37:38,,
4892,25310,PÃ¶tsch,Michael,MSV TRIPOINT,GER,M,55,199,03:36:17,03:59:31,,
4893,55352,KÃ¶nig,Marco,MileHigh Berlin,GER,M,40,875,03:36:18,03:59:41,,
4894,55560,Kunkel,Sven,,AUS,M,55,200,03:36:18,03:37:49,,
4895,56808,Mendoza,Carolina,Happy Face Runners,MEX,W,30,110,03:36:18,04:03:23,,
4896,54726,Jago,Andreas,SG Monheim,GER,M,55,201,03:36:19,03:38:36,,
4897,23760,Pyttlik,Marco,SCC Berlin,GER,M,30,789,03:36:20,03:57:34,,
4898,18494,Montgomery,Patrick,Gilberts Gazelles,USA,M,45,698,03:36:20,03:36:49,,
4899,16281,Vongekornvudhi,Thanin,,THA,M,40,876,03:36:21,03:58:48,,
4900,55846,Leguillon,Alexandre,,FRA,M,30,790,03:36:21,04:00:21,,
4901,4970,Bergseth,Martin,Memento Somnium,NOR,M,45,699,03:36:21,03:57:17,,
4902,20830,Godino,Cesar eduardo pablo,Terramia,ITA,M,40,877,03:36:21,03:56:48,,
4903,58025,Petit,Christophe,I-Run,FRA,M,35,841,03:36:22,04:28:53,,
4904,53577,Gips,Daniel,SCC Berlin,GER,M,35,842,03:36:22,03:39:04,,
4905,16413,Penther,RenÃ©,,GER,M,55,202,03:36:23,03:57:01,,
4906,51399,Busemeyer,Courtney,,USA,W,40,93,03:36:23,03:58:23,,
4907,50992,BÃ¶bel,Jakob,SCC Berlin,GER,M,H,398,03:36:24,04:27:17,,
4908,51943,Connell,James,London Heathside Runners,GBR,M,45,700,03:36:24,03:38:37,,
4908,57729,Pacheco Gaxiola,Cecilia,,MEX,W,40,94,03:36:24,04:00:40,,
4910,29812,Eckhardt,Thomas,SCC Berlin,GER,M,40,878,03:36:24,03:38:55,,
4910,19986,Asensio Montesinos,Miguel,TIGERS RUNNING CLUB,ESP,M,40,878,03:36:24,03:58:37,,
4912,17070,Rossgoderer,Uli,,GER,M,50,476,03:36:25,04:00:23,,
4913,58613,Rhoa,Kristin,Steel City Road Runners,USA,W,30,111,03:36:25,04:26:42,,
4914,57065,Morandeira Rivas,Francisco,,ESP,M,40,880,03:36:25,04:01:31,,
4915,25870,Jacobsen,Hauke,,GER,M,40,881,03:36:26,03:39:17,,
4916,16500,Campbell,Jenni,,USA,W,35,115,03:36:27,03:59:39,,
4917,5096,Slawinski,Wieslaw,HNT Hamburg,POL,M,65,9,03:36:28,03:36:55,,
4918,52193,Darves,Carine,,FRA,W,40,95,03:36:28,03:59:01,,
4919,58783,Rodriguez,Mariana,Adidas Runners,MEX,W,35,116,03:36:29,03:57:13,,
4920,25956,Seelmann,Thomas,,GER,M,30,791,03:36:29,04:03:34,,
4921,51016,Boehm,Birgit,,GER,W,30,112,03:36:30,04:29:44,,
4922,24549,Szczepanik,Piotr,AZS AWF KRAKOW MASTERS,POL,M,35,843,03:36:30,03:38:08,,
4922,14338,Probst,Torsten,Gotorun Potsdam,GER,M,55,203,03:36:30,04:01:10,,
4924,13832,Frind,Robert,,GER,M,35,844,03:36:31,04:01:23,,
4925,28215,Brehmer,Manuel,,GER,M,40,882,03:36:31,04:00:30,,
4926,21948,Ozerov,Valerii,,RUS,M,30,792,03:36:31,03:58:57,,
4926,13741,NielÃ¤nder,Stefan,TriSpeed Marienfeld,GER,M,50,477,03:36:31,03:57:24,,
4928,15578,Oestel,Katja,,GER,W,H,97,03:36:31,04:55:13,,
4929,12121,Busch,Daniel,,GER,M,35,845,03:36:32,03:37:50,,
4930,50470,Baffo,Giuseppe,,ITA,M,50,478,03:36:33,03:58:39,,
4931,29089,Nordgren,Erik,,SWE,M,30,793,03:36:33,04:00:18,,
4932,12283,Olszewski,Pawel,,GER,M,35,846,03:36:34,03:59:14,,
4933,57933,PeÃ±a VÃ¡zquez,Manuel,,ESP,M,55,204,03:36:34,03:38:15,,
4934,27717,Prem,Karl,,GER,M,50,479,03:36:34,03:39:02,,
4934,57438,Nikulin,Roman,,UKR,M,H,399,03:36:34,03:57:46,,
4936,16369,Rometsch,Matthias,,GER,M,50,480,03:36:35,03:59:15,,
4937,27126,Meyer,Robert,,GER,M,H,400,03:36:35,03:58:25,,
4938,29008,Allan,Victoria,,GBR,W,35,117,03:36:35,04:00:13,,
4939,58972,Ruiz,Santiago,,ESP,M,45,701,03:36:35,04:01:48,,
4940,19097,Gottschick,Lukas,,GER,M,35,847,03:36:36,04:00:20,,
4941,19078,Fawcett,Jade,Knutsford Tri Club,GBR,W,30,113,03:36:36,03:58:11,,
4942,27585,Schulze,Steffen,Freunde der Stoppuhr,GER,M,45,702,03:36:36,04:27:59,,
4943,16185,Jung,Dana,Running Rampires,GER,W,40,96,03:36:36,03:58:12,,
4944,27253,Wirth,Laurin,The Running Gags,GER,M,H,401,03:36:36,04:27:02,,
4945,59963,Steele,Ann,,USA,W,H,98,03:36:37,03:58:23,,
4946,3454,Piezonka,Daniel,SchweiÃnass Lichtenrade,GER,M,55,205,03:36:37,03:38:44,,
4947,15091,Fish,John,,USA,M,50,481,03:36:37,03:39:08,,
4948,50739,Belon,Leonid,,RUS,M,30,794,03:36:38,04:04:29,,
4949,54419,Hofmann,Michael,,GER,M,40,883,03:36:39,04:01:32,,
4950,27223,Gielisch,AndrÃ©,FI-Sport,GER,M,45,703,03:36:39,04:01:38,,
4951,24155,Weitenhagen,Felix,ChildrenforabetterWorld,GER,M,40,884,03:36:39,04:01:36,,
4951,54898,Joos,JÃ¶rg,,SUI,M,50,482,03:36:39,04:03:57,,
4953,52683,Durot,Vincent,,BEL,M,40,885,03:36:40,04:29:12,,
4954,18148,Minor,Astrid,,GER,W,45,80,03:36:40,03:59:34,,
4955,16840,Langolf,Erika,CANRUN,GER,W,40,97,03:36:40,03:38:35,,
4956,28967,Marchwicki,Maciej,,POL,M,H,402,03:36:41,04:00:39,,
4957,20060,Ezinga,Reinout,,NED,M,35,848,03:36:41,04:02:21,,
4958,29134,Marchwicki,Arkadiusz,,POL,M,40,886,03:36:41,04:00:38,,
4959,54737,Jakobsen,Louise Odgaard,Lemvig Loebeklub,DEN,W,45,81,03:36:43,04:52:19,,
4960,29113,Klerx,Rens,,NED,M,40,887,03:36:43,03:38:06,,
4961,60836,Veise,Troels,,DEN,M,45,704,03:36:43,04:02:51,,
4962,19225,Ivan,Vincke,Smart-sport,BEL,M,45,705,03:36:43,03:57:10,,
4963,55685,Langenberg,Lars,SCC Berlin,GER,M,50,483,03:36:44,03:59:14,,
4964,3110,KÃ¶pf,Frank,Rolls-Royce Running Team,GER,M,50,484,03:36:44,03:58:26,,
4965,26040,Pascual Ãlvarez,Fernando,,ESP,M,45,706,03:36:45,04:01:12,,
4966,21424,Scotti,Ilario,GP Casalese,ITA,M,50,485,03:36:45,03:58:41,,
4967,19172,Storbeck,Roland,LG Pegasos,GER,M,45,707,03:36:45,03:58:29,,
4968,58582,Requena,Alvaro,,ESP,M,30,795,03:36:45,03:57:18,,
4969,58811,Roese,Stefan,,GER,M,35,849,03:36:46,03:58:01,,
4970,55262,Klimenkov,Alexander,,RUS,M,35,850,03:36:47,03:38:15,,
4971,17678,Mencarini,Marcus,,USA,M,45,708,03:36:48,03:59:19,,
4972,27679,Reeck,Sophie,,GER,W,30,114,03:36:48,04:02:01,,
4973,21839,De Filippis,Lidia,travelmarathon,ITA,W,50,35,03:36:49,04:01:41,,
4974,22845,KeÃler,Nicole,Team Sachsen Trail,GER,W,30,115,03:36:50,03:38:55,,
4975,4727,Klemm,Mathias,Oberelbe Marathon,GER,M,40,888,03:36:50,03:38:55,,
4976,19450,Grozdanovic,Marko,,GER,M,45,709,03:36:50,03:58:02,,
4977,52311,Debrabandere,Amaury,Resc,BEL,M,50,486,03:36:51,03:38:51,,
4978,25382,Rognvaldsson,Hjalti,Midnight Runners,ISL,M,30,796,03:36:51,04:02:37,,
4979,22698,Rottenbach,Tobias,Team Erdinger Alkoholfrei,GER,M,45,710,03:36:51,03:56:59,,
4980,61688,Jabbar,Mohammed,,GBR,M,35,851,03:36:51,03:59:49,,
4981,61422,Wosz,Stefano,,ITA,M,40,889,03:36:51,03:39:06,,
4982,61674,De Toledo Mathias Oliveira,JÃºlia,SAVATEAM,BRA,W,35,118,03:36:51,03:59:32,,
4983,17245,Schmitz,Luca,,GER,M,H,403,03:36:52,04:02:47,,
4984,18648,Stevenson,Sarah,,USA,W,30,116,03:36:54,04:02:09,,
4985,61262,Wieferig,Jan-Philip,Eintracht Frankfurt Tri,GER,M,H,404,03:36:55,03:38:01,,
4985,58140,Plaza PÃ©rez,Alfonso,Club Atletismo Las Tablas,ESP,M,45,711,03:36:55,04:03:15,,
4987,53913,Gurian,Lorenzo,Avis marathon verbania,ITA,M,35,852,03:36:55,03:57:51,,
4988,53687,GonzÃ¡lez SÃ¡nchez,Roberto Carlos,C A Las Tablas,ESP,M,40,890,03:36:55,04:03:15,,
4988,13707,Popov,Kim,,UKR,M,30,797,03:36:55,03:59:24,,
4990,53013,Fernandez,Bruno,,PER,M,40,891,03:36:56,03:57:02,,
4991,18825,SchrÃ¼fer,Klaus,TSV Vaterstetten,GER,M,55,206,03:36:57,03:37:33,,
4992,53902,GÃ¼nther,Sandro,,GER,M,40,892,03:36:57,04:00:19,,
4993,53497,Gerber,Florian,Adidas Runners Munich,GER,M,35,853,03:36:57,03:57:34,,
4994,19773,Nicholson,Lee,,GBR,M,50,487,03:36:57,03:37:57,,
4995,18641,Lahmann,Jan-Rainer,,GER,M,50,488,03:36:58,03:38:34,,
4996,1475,Puchtinger,Stefan,LT Bittermark Dortmund,GER,M,50,489,03:36:58,03:58:00,,
4997,14926,Goldenstein,Sven,Heineken Allstars,GER,M,50,490,03:36:58,04:01:17,,
4998,24966,Iazzag,Tahar,Run For Resc,BEL,M,55,207,03:36:58,03:38:51,,
4999,20164,Gabriele,Colasanto,,ITA,M,45,712,03:36:59,04:55:03,,
5000,55190,Kinder,Christian,TV Planegg Krailling,GER,M,45,713,03:36:59,03:39:07,,
5001,18285,Yuen,Gillean,,CAN,W,30,117,03:37:00,04:03:11,,
5002,26144,SchrÃ¶ppel,Nicole,Sport Ruscher Team,GER,W,40,98,03:37:00,03:58:17,,
5003,16430,Linke,Andreas,TC Oranienburg Running,GER,M,50,491,03:37:01,03:58:14,,
5004,18892,Griffiths,Max,,GBR,M,30,798,03:37:02,04:27:06,,
5005,50321,Araujo,Heitor,,POR,M,55,208,03:37:02,03:57:31,,
5006,25065,Kyrylenko,Dmytro,,UKR,M,35,854,03:37:02,03:58:07,,
5007,27732,Hannemann,Johannes,,GER,M,H,405,03:37:02,04:58:47,,
5008,55162,Khylko,Sergii,Nike Run Club,UKR,M,30,799,03:37:03,03:59:04,,
5009,57768,Palowski,Lorenz,Laufgruppe Testarossa,GER,M,H,406,03:37:03,05:00:47,,
5010,19147,Isler,Bruno,,SUI,M,55,209,03:37:03,03:58:32,,
5011,16538,Hillebrand,Andreas,,GER,M,30,800,03:37:04,04:05:07,,
5012,56394,Mandujano,Regina,TEAM-WR7M-W7PB-X44M,MEX,W,H,99,03:37:04,03:38:15,,
5013,28278,Obst,Ole,Ruder-Club Tegel 1886,GER,M,H,407,03:37:04,03:59:29,,
5014,27611,Winter,Oliver,,GER,M,40,893,03:37:04,04:04:22,,
5014,53454,Gaul,Moritz,Gaul-Brothers-Racing,GER,M,40,893,03:37:04,03:58:19,,
5016,5005,Sommer,Carsten,Die Guten,GER,M,50,492,03:37:05,04:00:35,,
5017,52081,Cruz Mendoza,Maria Guadalupe,Vo2max,MEX,W,45,82,03:37:05,04:27:56,,
5018,27986,SchwÃ¶rer,Jochen,,GER,M,40,895,03:37:05,03:57:08,,
5019,13151,Pfeiffer,Tobias,,GER,M,30,801,03:37:05,04:00:02,,
5020,21539,RÃ¶nnqvist,Andre,Snabb Nicke,SWE,M,35,855,03:37:05,04:53:05,,
5021,12571,Mall,Dieter,Run for WÃ¼rmtal,GER,M,55,210,03:37:06,03:58:55,,
5022,23408,JÃ¸rgensen,Sebastian Ude,,DEN,M,H,408,03:37:07,04:02:49,,
5023,26588,Kellerhoff,Thomas,SVC Weine,GER,M,40,896,03:37:07,03:59:43,,
5023,17280,Hummer,Jan,,GER,M,45,714,03:37:07,04:54:18,,
5025,50751,Bendoni,Maria Giulia,US nave Firenze,ITA,W,35,119,03:37:07,03:39:28,,
5026,21995,Sundsbak,Petter Andreas,FTF Endurance,NOR,M,50,493,03:37:08,04:29:29,,
5027,23661,Turner Hall,Lesley,,NZL,W,45,83,03:37:08,03:58:55,,
5028,51163,Bouvier,Bastien,,FRA,M,30,802,03:37:08,04:02:16,,
5029,55268,Kloos,Ernst,,GER,M,40,897,03:37:09,04:01:07,,
5030,53631,Goler,Ela,Maciej Bodnar Coaching,POL,W,35,120,03:37:09,04:27:15,,
5031,24757,StÃ¼we,Randolph,Berliner Sport-Club,GER,M,35,856,03:37:10,03:57:16,,
5032,53897,Gunduz,Mathieu,,FRA,M,50,494,03:37:10,04:02:41,,
5033,26531,Pierson,Kelly,,USA,W,30,118,03:37:11,03:59:18,,
5034,51848,Claria MartÃ­nez,Toni,Corredorscat,ESP,M,55,211,03:37:11,03:58:14,,
5035,15864,Bode,Justus,Team Tagessieg,GER,M,30,803,03:37:11,04:01:50,,
5036,27781,Brandt,Rolf,,GER,M,50,495,03:37:11,04:01:59,,
5037,53055,Fielder,Sata,,USA,W,H,100,03:37:12,04:27:33,,
5037,22802,FinnÃ¸en Nybakk,Alexander,Sateba Norway,NOR,M,H,409,03:37:12,03:38:23,,
5039,28833,Holthausen,Eric,,GER,M,30,804,03:37:12,05:00:19,,
5040,14273,SÃ¼Ãkind,Silvio,,GER,M,35,857,03:37:13,04:52:25,,
5041,F344,Knape,Uta,Ute Mueckel Team,GER,W,45,84,03:37:13,03:39:49,,
5042,55396,Kostritsyn,Arseni,,USA,M,40,898,03:37:13,04:56:55,,
5043,13603,Goettken,Wibke,SV Mergelstetten,GER,W,45,85,03:37:14,03:58:50,,
5044,51613,Catherine,Spindler,,FRA,W,40,99,03:37:14,03:58:57,,
5045,21352,Christa,Michael,,GER,M,H,410,03:37:15,04:03:27,,
5046,2070,Hauet,Yvo,,NED,M,45,715,03:37:15,03:39:22,,
5047,61185,Weiss,Betty,,GER,W,45,86,03:37:15,04:00:29,,
5048,20024,Van Den Broek,Stefan,,NED,M,45,716,03:37:16,03:58:37,,
5049,54736,Jakob,Paul,,GER,M,H,411,03:37:16,04:00:34,,
5050,59068,Salazar Roman,Maria Angelica,Aethos,COL,W,40,100,03:37:16,04:53:16,,
5051,15158,Fietzek,Henry,,GER,M,H,412,03:37:17,04:01:33,,
5052,15021,Glasbrenner,Jochen,Dextro Energy Sport Team,GER,M,45,717,03:37:17,03:40:35,,
5053,18002,Komander,Jonas,,GER,M,30,805,03:37:17,04:52:26,,
5054,53664,Gonzalez,Fernando,,USA,M,55,212,03:37:18,04:53:17,,
5055,50718,Bel,David,,ESP,M,30,806,03:37:18,04:00:20,,
5056,26976,Haake,Eric,BMW Werk Leipzig,GER,M,30,807,03:37:19,03:58:04,,
5057,60192,Szenics,Matt,,USA,M,30,808,03:37:19,04:00:29,,
5057,26973,Torres,Carlos,,VEN,M,35,858,03:37:19,03:57:46,,
5059,59482,Segal,Samuel,,USA,M,30,809,03:37:19,04:00:29,,
5060,60561,Turchini,Jean-Pascal,,FRA,M,50,496,03:37:20,04:00:54,,
5061,22681,Kowalewsky,Tino,SCC Berlin,GER,M,50,497,03:37:20,03:38:36,,
5062,15048,Mancusi,Francesco,RUNCARD,ITA,M,35,859,03:37:20,03:57:36,,
5063,16903,Zotzmann,JÃ¶rg,Sisu Berlin,GER,M,50,498,03:37:22,04:01:45,,
5064,28258,Fournel,Paul,,FRA,M,35,860,03:37:22,03:38:21,,
5065,21731,Agresta,Giulia,,ITA,W,50,36,03:37:22,03:57:52,,
5066,25114,Wurm,Alexander,,GER,M,30,810,03:37:22,04:29:41,,
5067,60818,Vazquez,Sergio,,MEX,M,35,861,03:37:23,04:59:42,,
5067,51646,Cespedes,Ferran,,ESP,M,55,213,03:37:23,03:58:04,,
5069,22038,Hernandez Fernandez,Javier,,ESP,M,35,862,03:37:23,03:38:50,,
5070,25794,Partow,Shanas,,GER,W,H,101,03:37:23,03:58:54,,
5071,27402,Blechschmidt,Stefan,Hahnertwins Running Club,GER,M,35,863,03:37:24,04:03:11,,
5072,22041,Garcia Serrano,David,Club Atletismo Azuqueca,ESP,M,35,864,03:37:24,03:38:50,,
5073,24646,Brucetta Quesada,Cristian Javier,TRAVELMARATHON SPAIN,ESP,M,40,899,03:37:24,03:57:47,,
5074,50554,Barbosa,Pedro,Viseu-Portugal,POR,M,30,811,03:37:25,03:59:09,,
5075,25424,Zwinckmann,JÃ¶rn,,GER,M,40,900,03:37:25,04:03:36,,
5076,61547,Zarif,Mina,,EGY,M,35,865,03:37:26,04:03:04,,
5077,55472,Kriebel,Andy,Precision Race Team,USA,M,45,718,03:37:26,04:04:31,,
5078,20631,Henke,Kevin,,GER,M,H,413,03:37:26,03:59:55,,
5079,23014,Sramel,Filip,Trenert,SLO,M,40,901,03:37:27,03:59:12,,
5080,51207,Branse,Eric,,USA,M,H,414,03:37:27,03:38:28,,
5081,51283,Browet,Arnaud,,BEL,M,30,812,03:37:27,03:58:53,,
5082,15124,KÃ¶nig,Bernhard,,GER,M,50,499,03:37:27,03:59:39,,
5083,24107,Gotsche,Lena,Team Erdinger Alkoholfrei,GER,W,30,119,03:37:28,03:57:53,,
5084,52087,Cuevas,Adrian,,MEX,M,45,719,03:37:28,03:57:45,,
5085,55336,Komala,Kenny,,INA,M,40,902,03:37:29,04:01:26,,
5086,27689,Juhnke,Sebastian,,GER,M,30,813,03:37:29,04:02:30,,
5087,58108,Pirek,Lindsay,,USA,W,35,121,03:37:30,03:59:40,,
5088,28468,LÃ¼ke,Tobias,,GER,M,30,814,03:37:30,03:39:07,,
5089,17668,Pawlik,Piotr,,POL,M,30,815,03:37:31,03:59:08,,
5090,27060,Encarnacao,Jorge,,POR,M,45,720,03:37:32,03:38:40,,
5091,53297,Fulton,Iain,,GBR,M,45,721,03:37:32,03:58:51,,
5092,59913,Springer,Wendy,,NED,W,30,120,03:37:32,03:59:26,,
5093,27746,Giere,Alfred,,GER,M,60,67,03:37:33,03:58:37,,
5094,60775,Vangay,Lemong,,FRA,M,45,722,03:37:33,03:37:58,,
5095,27464,Oberpichler,Gert,,GER,M,45,723,03:37:34,03:58:28,,
5096,26482,Thiel,Fabian,,GER,M,30,816,03:37:35,03:57:40,,
5097,58391,Radant,Rene,,GER,M,35,866,03:37:35,04:02:50,,
5098,26799,Taenzler,Phillip,,GER,M,30,817,03:37:36,03:59:55,,
5099,19543,Fragnito,Lorenzo,ASD La Michetta,ITA,M,40,903,03:37:36,04:00:45,,
5100,12747,Salamanca Quevedo,Javier,,ESP,M,35,867,03:37:38,03:58:15,,
5101,16417,RÃ¼hl,Jochen,,GER,M,30,818,03:37:38,04:58:28,,
5102,60923,Vila Abraham,Jose Antonio,,ESP,M,50,500,03:37:38,04:27:53,,
5103,54137,Haubner,AndrÃ©,,GER,M,30,819,03:37:38,04:52:54,,
5104,53838,Grund,Stephan,,GER,M,30,820,03:37:38,03:58:06,,
5105,29068,Martinez Ferrandez,Jose Miguel,,MEX,M,50,501,03:37:38,04:02:31,,
5106,59141,Sankey,Rebecca,,AUS,W,35,122,03:37:40,03:57:47,,
5106,4018,Haschen,JÃ¼rgen,,GER,M,55,214,03:37:40,03:58:24,,
5108,23314,Dunkle,Jenna,,USA,W,30,121,03:37:41,04:01:13,,
5109,20212,Bast,Christian,,GER,M,35,868,03:37:42,03:40:41,,
5110,23920,Lyby,Jacob,,DEN,M,35,869,03:37:42,03:57:55,,
5111,18600,Alexandre,Nicole,,SUI,M,45,724,03:37:42,04:04:20,,
5112,17485,Fernandez Caballero,Roberto,,ESP,M,45,725,03:37:43,04:04:46,,
5113,14710,Ertel,Rene,Team Optimum,GER,M,H,415,03:37:43,03:59:35,,
5114,16643,DehiÃelles,Sebastian,,GER,M,40,904,03:37:43,03:58:31,,
5115,51991,Correa,Diango,,ECU,M,50,502,03:37:45,04:54:43,,
5116,59483,Segers,Stef,,BEL,M,30,821,03:37:45,03:58:11,,
5117,12298,Wentzel,Ralf,,GER,M,55,215,03:37:46,03:59:46,,
5118,26028,Diefenbacher,Timo,Kraichgau Triathlon,GER,M,40,905,03:37:46,03:59:21,,
5119,20896,Guillaume,Clouzard,BAKER TILLY STREGO,FRA,M,40,906,03:37:47,03:58:09,,
5120,53928,Gutierrez,William,,COL,M,50,503,03:37:47,03:57:50,,
5121,22273,Strandell,Christopher,,SWE,M,30,822,03:37:47,04:00:26,,
5122,13984,Ostrowski,Yves,,GER,M,35,870,03:37:48,04:00:07,,
5123,17031,Herm,Julius,,GER,M,35,871,03:37:48,03:59:42,,
5124,60419,Toebosch,Jo,Loopgroep Rosmalen,GBR,W,50,37,03:37:50,04:03:32,,
5125,59426,Schulzek,Daniel,,GER,M,35,872,03:37:50,04:02:17,,
5126,24277,Hansen,Anne-Grethe Fygle,Bodoe Bauta,NOR,W,50,38,03:37:51,04:02:53,,
5127,52820,Engblom,Gunnar,Peru Runners,SWE,M,60,68,03:37:52,03:39:33,,
5128,57949,Peralta,Roger,,USA,M,H,416,03:37:53,03:39:54,,
5129,50890,Bickerton,Richard,Blyth Running Club,GBR,M,40,907,03:37:54,04:04:44,,
5130,23913,Juul JÃ¸rgensen,Anders,,DEN,M,30,823,03:37:54,04:00:22,,
5131,23385,Osland,Jonas,,NOR,M,35,873,03:37:54,04:00:26,,
5132,18358,Kunkel,Steffen,Vegan Runners Germany,GER,M,40,908,03:37:54,03:39:19,,
5133,20677,Banciella,Fernando,Marathinez Tours,ESP,M,45,726,03:37:55,04:02:23,,
5134,60201,Szreniawa,Waldemar,Miraz Race Team,POL,M,35,874,03:37:55,03:38:59,,
5135,51268,Brogan,Ryan,,USA,M,40,909,03:37:57,03:38:31,,
5136,55260,Klepacz,Marcin,Lipiec Running Team,POL,M,45,727,03:37:57,04:29:26,,
5137,58667,Rimmer,Harry,,GBR,M,H,417,03:37:57,03:40:46,,
5138,51813,CHURIAK,YEVHEN,Kuzinteam,UKR,M,45,728,03:37:57,04:00:16,,
5139,55444,Kraus,Benedikt,,GER,M,40,910,03:37:57,04:32:55,,
5140,61359,Wiskamp,Ronald,NN Running Team,NED,M,50,504,03:37:57,03:59:12,,
5141,27347,Siebert,Mareike,Hangover 96,GER,W,30,122,03:37:58,04:53:02,,
5142,51270,Bronczak,Tomasz,,POL,M,45,729,03:37:58,04:01:26,,
5143,55182,Kim,Michael,,USA,M,55,216,03:37:58,03:58:10,,
5144,51010,Boden,Anne,,GBR,W,35,123,03:37:59,04:01:29,,
5145,13714,Luxemburger,Tobias,,GER,M,H,418,03:38:00,04:00:56,,
5146,23320,Classon,Michael,Axa Sports Club,SWE,M,50,505,03:38:00,04:01:04,,
5147,16912,Knollmeyer,Thomas,,GER,M,55,217,03:38:00,04:00:37,,
5148,52292,De Smet,Fred,,RSA,M,35,875,03:38:00,03:58:10,,
5149,58761,Rodrigues,Eduardo,ADEMIR PAULINO,BRA,M,40,911,03:38:01,04:53:02,,
5150,29463,Stoltze,Lene,Mikkeller Running Club,DEN,W,55,12,03:38:01,04:01:15,,
5151,1980,Leinauer,Bernd,,GER,M,60,69,03:38:01,03:59:39,,
5151,28665,Kruczek,justus,,GER,M,30,824,03:38:01,03:40:36,,
5153,54242,Henderson,Polly,,GBR,W,H,102,03:38:01,03:58:17,,
5154,16215,Conrad,Gunnar,,GER,M,40,912,03:38:02,05:02:02,,
5155,60594,Uliczny,Adam,Lubelska Grupa Triathlonu,POL,M,50,506,03:38:03,04:28:05,,
5156,29228,Eriksson,Johan,,SWE,M,35,876,03:38:03,04:53:29,,
5157,54733,Jaisson,Francis,,FRA,M,55,218,03:38:03,03:58:46,,
5158,25726,Schwanhold,Clemens,,GER,M,30,825,03:38:04,04:00:54,,
5159,16820,Suckow,Christian,,GER,M,50,507,03:38:04,04:05:34,,
5160,24573,Elwart,Matthias,Team ERDINGER Alkoholfrei,GER,M,55,219,03:38:05,03:59:05,,
5161,24322,Yurchenko,Viktor,,UKR,M,55,220,03:38:05,04:02:31,,
5162,12978,Luck,Chris,,USA,M,45,730,03:38:05,04:04:34,,
5163,50858,Betancor,Armando Luis,,ESP,M,45,731,03:38:05,03:39:00,,
5164,17060,Svensson,Daniel,,SWE,M,45,732,03:38:05,04:02:00,,
5165,22795,Larsen,Geir Olav,Sateba NORWAY,NOR,M,30,826,03:38:06,03:38:23,,
5166,22140,Moser,Wolfgang,Ausdauercoach,AUT,M,45,733,03:38:06,04:01:58,,
5167,15626,Finger,Anna-Marie,,GER,W,30,123,03:38:06,04:31:47,,
5168,55967,Liedloff,Tobias,TF Feuerbach,GER,M,35,877,03:38:06,03:40:09,,
5169,26595,Khmeliuk,Vitalii,Salomon running club UA,UKR,M,35,878,03:38:06,04:01:27,,
5170,22212,Rohloff,Maik,MD-Runners,GER,M,40,913,03:38:07,04:02:28,,
5171,15882,Tredget,Simon,,GBR,M,35,879,03:38:07,04:03:21,,
5172,24102,Iparraguirre Rodriguez,Alberto,,ESP,M,30,827,03:38:07,03:39:49,,
5173,22842,MÃ¼ller,Patrick,,GER,M,35,880,03:38:07,03:40:14,,
5173,53100,Flach,Matthias,TUS SchmÃ¶lln,GER,M,45,734,03:38:07,04:53:25,,
5175,22358,Millson,Helen,,USA,W,35,124,03:38:08,03:39:13,,
